券商,交易日期,交易时间,证券代码,证券名称,买卖标志,成交价格,成交数量,成交金额,手续费,印花税,过户费,其他费,发生金额
海通两融,2023-10-31,09:31:06.000000000,002753,永东股份,卖出,7.59,14200.0,107780.0,10.28,53.89,0.0,0.0,107715.83
海通两融,2023-10-31,09:40:55.000000000,300132,青松股份,买入,5.21,9600.0,50016.0,5.0,0.0,0.0,0.0,-50021.0
海通两融,2023-10-31,09:39:57.000000000,603214,爱婴室,买入,15.84,3100.0,49104.0,5.0,0.0,0.51,0.0,-49109.51
海通两融,2023-10-30,09:52:34.000000000,300022,吉峰科技,买入,4.62,10800.0,49896.0,5.0,0.0,0.0,0.0,-49901.0
海通两融,2023-10-30,09:49:20.000000000,002734,利民股份,买入,8.17,6100.0,49837.0,5.0,0.0,0.0,0.0,-49842.0
海通两融,2023-10-30,09:46:04.000000000,688660,电气风电,买入,4.94,20200.0,99788.0,9.52,0.0,0.99,0.0,-99798.51
海通两融,2023-10-30,09:39:48.000000000,603897,长城科技,卖出,18.7,5600.0,104720.0,9.99,52.38,1.05,0.0,104656.58
海通两融,2023-10-23,09:43:19.000000000,600590,泰豪科技,卖出,6.4,15200.0,97280.0,9.28,48.64,0.99,0.0,97221.09
海通两融,2023-10-23,09:42:43.000000000,600735,新华锦,卖出,5.53,8200.0,45346.0,5.0,22.67,0.45,0.0,45317.88
海通两融,2023-10-18,09:46:15.000000000,300464,星徽股份,卖出,5.74,16100.0,92414.0,8.82,46.21,0.0,0.0,92358.97
海通两融,2023-10-18,09:55:41.000000000,002661,克明食品,买入,9.42,8500.0,80072.0,7.64,0.0,0.0,0.0,-80079.64
海通两融,2023-10-09,09:48:02.000000000,002753,永东股份,买入,7.02,14200.0,99684.0,9.51,0.0,0.0,0.0,-99693.51
海通两融,2023-10-09,09:45:18.000000000,000698,沈阳化工,卖出,4.053,23800.0,96460.0,9.2,48.24,0.0,0.0,96402.56
海通两融,2023-10-09,09:44:40.000000000,605288,凯迪股份,卖出,40.838,2500.0,102094.0,9.74,51.05,1.0,0.0,102032.21
